Date,WTI,Gas,Gold,Bdiy,new_cases,vaccination,Dollar,Bitcoin,Snp,Open,High,Low,Volume,Energy
2021-08-25,68.54,3.897,1794.7,4193.0,2271554.0,127211573.0,92.832,48994.5,4496.19,362.68,367.21,359.53,135.08,365.28
2021-08-26,67.42,4.184,1783.8,4195.0,2276471.0,131263072.0,93.078,46831.6,4469.91,365.28,365.28,359.2,130.06,359.77
2021-08-27,68.84,4.37,1795.5,4235.0,2277137.0,143348477.0,92.694,49064.3,4509.37,359.77,371.71,359.77,166.01,369.21
2021-08-31,68.43,4.377,1814.3,4132.0,1912780.0,108488024.0,92.635,47130.4,4522.68,364.92,366.19,361.44,205.85,362.26
2021-09-01,68.63,4.615,1813.9,4013.0,2265732.0,140062139.0,92.449,48819.4,4524.09,362.26,363.69,355.6,192.07,356.8
2021-09-02,70.07,4.641,1815.15,4001.0,2098596.0,98745363.0,92.228,49274.3,4536.95,356.8,368.74,356.8,185.95,365.82
2021-09-03,69.34,4.712,1812.05,3944.0,2205527.0,80984529.0,92.033,49999.0,4535.43,365.82,367.8,362.16,129.55,363.88
2021-09-07,68.49,4.568,1810.75,3707.0,2279295.0,107261106.0,92.514,46779.6,4520.03,363.88,366.44,360.31,135.23,361.8
2021-09-08,69.36,4.914,1797.95,3618.0,1941274.0,114014941.0,92.65,46061.4,4514.07,361.8,365.97,357.0,155.24,357.11
2021-09-09,68.26,5.031,1795.35,3643.0,1987673.0,110684005.0,92.48,46385.6,4493.28,357.11,363.15,352.94,160.19,357.55
2021-09-10,69.82,4.938,1799.9,3864.0,1948294.0,83793573.0,92.59,44842.8,4458.58,357.55,363.61,356.48,131.17,357.39
2021-09-13,70.54,5.231,1787.85,4163.0,1869140.0,92270428.0,92.652,44949.5,4468.73,357.39,370.2,357.39,196.11,367.9
2021-09-14,70.53,5.26,1788.65,4221.0,1708414.0,78384956.0,92.614,47077.5,4443.05,367.9,371.16,360.89,173.39,362.2
2021-09-15,72.59,5.46,1801.4,4233.0,1754025.0,92865398.0,92.534,48130.6,4480.7,362.2,376.26,362.2,251.43,376.02
2021-09-16,72.69,5.335,1781.45,4215.0,1789515.0,95312715.0,92.919,47748.0,4473.76,376.02,376.02,369.88,161.24,372.04
2021-09-17,72.09,5.105,1766.1,4275.0,1833078.0,71120219.0,93.176,47282.8,4432.99,372.04,375.81,368.29,397.21,369.23
2021-09-20,70.41,4.985,1757.15,4304.0,1658869.0,74632968.0,93.256,42870.6,4357.73,369.23,369.23,352.3,220.84,358.0
2021-09-21,70.51,4.805,1766.45,4410.0,1457064.0,87660151.0,93.2,40651.3,4354.18,358.0,364.09,355.51,164.63,359.34
2021-09-22,72.37,4.805,1775.35,4560.0,1666308.0,73114348.0,93.46,43551.6,4395.64,359.34,374.87,359.34,215.99,370.71
2021-09-23,73.43,4.976,1771.05,4651.0,1586745.0,96363873.0,93.03,44869.2,4448.98,370.71,384.45,370.71,195.78,383.35
2021-09-24,74.18,5.14,1755.15,4644.0,1693770.0,79053178.0,93.335,42819.9,4455.48,383.35,388.38,380.98,159.03,386.57
2021-09-27,75.54,5.706,1749.15,4717.0,1501207.0,128254393.0,93.381,42172.6,4443.11,386.57,401.42,386.57,250.83,399.83
2021-09-28,75.44,5.841,1739.65,4962.0,1396152.0,76268061.0,93.78,41022.3,4352.63,399.83,408.12,399.83,285.97,401.67
2021-09-29,75.06,5.477,1741.65,5197.0,1568649.0,88614725.0,94.353,41536.8,4359.46,401.67,403.97,396.36,233.16,401.66
2021-09-30,75.22,5.867,1730.95,5167.0,1515130.0,81076725.0,94.24,43823.3,4307.54,401.66,402.77,395.88,246.83,395.88
2021-10-01,76.01,5.619,1755.6,5202.0,1688974.0,57445756.0,94.047,48146.0,4357.05,395.88,409.45,395.88,206.98,408.94
2021-10-04,77.68,5.766,1751.85,5267.0,1416558.0,61407730.0,93.78,49227.3,4300.46,408.94,420.19,408.94,372.0,415.6
2021-10-05,79.17,6.312,1758.0,5409.0,1309952.0,88166332.0,93.967,51469.3,4345.72,415.6,425.57,413.7,262.18,418.0
2021-10-06,77.66,5.675,1748.25,5647.0,1611468.0,63282040.0,94.272,55323.2,4363.55,418.0,418.0,406.49,232.03,413.6
2021-10-07,78.46,5.677,1758.55,5650.0,1360786.0,66872908.0,94.221,53783.9,4399.76,413.6,418.7,412.42,210.59,416.45
2021-10-08,79.55,5.565,1757.5,5526.0,1499452.0,84260224.0,94.079,53914.7,4391.36,416.45,430.49,416.45,203.84,429.46
2021-10-11,80.64,5.345,1752.55,5488.0,1227614.0,50060777.0,94.326,57477.3,4361.19,429.46,436.75,427.28,216.17,427.71
2021-10-12,80.75,5.505,1759.1,5378.0,1364287.0,69131940.0,94.519,56015.9,4350.64,427.71,431.79,425.04,194.73,427.6
2021-10-13,80.67,5.59,1767.45,5206.0,1461405.0,61702731.0,94.08,57380.1,4363.8,427.6,429.51,420.0,171.54,427.19
2021-10-14,81.43,5.687,1797.15,5062.0,1407791.0,63331126.0,93.961,57345.8,4438.23,427.19,433.94,427.19,167.51,432.43
2021-10-15,82.39,5.41,1781.45,4854.0,1458486.0,68354252.0,93.938,61672.5,4471.37,432.43,438.73,432.43,173.94,434.44
2021-10-18,82.62,4.989,1762.45,4732.0,1339231.0,69279898.0,93.945,62056.3,4486.48,434.44,441.08,432.57,217.66,434.89
2021-10-19,83.19,5.088,1779.4,4714.0,1419351.0,79280514.0,93.728,64278.5,4519.63,434.89,441.4,434.47,175.7,439.87
2021-10-20,84.4,5.17,1778.15,4751.0,1506523.0,87751863.0,93.535,65979.1,4536.19,439.87,443.62,435.16,173.73,443.53
